OTUID	LF-1.fq	LF-6.fq	B80-1.fq	B80-4.fq	LF-2.fq	LF-3.fq	B80-5.fq	B80-6.fq	B80-2.fq	LF-4.fq	LF-5.fq	B80-3.fq
1144037	0	2	0	0	0	0	0	0	0	1	0	0
4478632	0	2	0	2	0	0	1	0	0	1	1	1
4440397	0	1	0	0	0	0	0	0	0	0	0	0
537655	0	1	0	0	0	1	1	0	0	0	2	0
4427090	0	1	0	0	0	1	0	0	0	0	0	0
574655	0	1	1	2	1	1	0	0	1	1	0	1
139278	0	1	1	0	0	0	0	0	1	0	0	1
104281	0	3	25	12	3	0	1	12	5	1	1	6
819247	0	1	0	0	0	0	0	0	0	0	0	0
4452842	0	1	0	0	0	2	0	0	0	0	0	0
805004	0	1	0	2	2	4	1	0	1	3	2	1
1939008	0	1	0	1	0	1	1	2	1	0	1	1
213078	0	2	0	1	0	5	0	0	0	1	2	0
101967	0	1	0	0	0	0	0	0	1	4	1	0
1133255	0	1	0	1	1	0	0	0	1	0	2	0
319944	0	1	0	0	0	0	1	0	0	1	0	0
154234	0	1	0	0	0	0	0	0	0	0	0	0
351875	0	1	0	0	0	0	3	1	0	1	0	2
2775220	0	4	0	2	0	4	3	2	0	2	1	3
582369	0	1	0	0	0	0	0	0	0	0	0	0
564526	0	2	0	1	0	0	1	0	0	1	0	0
590174	0	1	0	0	0	2	1	3	1	0	2	1
236820	0	1	0	0	0	0	0	0	0	1	0	0
4402382	0	1	0	0	0	1	2	0	0	0	1	0
1145162	0	1	0	0	0	0	0	0	0	1	0	0
4367292	0	2	0	1	2	1	2	2	2	1	0	1
583294	0	1	1	0	1	3	1	0	2	1	0	0
197697	0	2	0	0	1	4	1	2	3	3	2	0
662585	0	1	0	2	1	2	0	0	0	0	0	1
215591	0	4	0	2	1	2	1	3	0	1	2	1
113228	0	2	1	1	1	0	1	0	3	0	2	1
92490	0	1	1	0	0	0	0	0	0	0	0	0
25116	0	2	0	0	0	0	0	1	0	0	0	0
4397939	0	1	0	0	0	2	0	0	0	1	0	0
821357	0	1	0	1	0	3	2	0	1	1	3	0
1646924	0	1	1	2	0	4	0	0	1	2	0	2
585537	0	1	0	0	0	0	0	0	0	0	0	0
4377199	0	1	0	0	0	0	0	0	0	0	0	0
589407	0	2	1	0	0	1	0	0	0	0	0	0
4381149	0	1	0	0	0	0	0	0	0	0	0	0
136847	0	1	1	1	0	3	0	3	1	3	2	0
960234	0	1	0	0	0	0	0	0	0	1	0	0
537674	0	2	4	0	2	3	2	0	0	0	1	0
174178	0	1	0	1	1	0	0	0	0	2	0	0
544177	0	1	0	0	0	0	0	0	1	0	0	0
342714	0	1	3	1	0	1	9	2	2	1	1	1
537348	0	4	1	3	5	1	0	3	0	1	1	0
558494	0	1	1	1	2	1	0	0	0	1	2	0
1068051	0	1	0	0	0	0	0	0	0	0	1	0
562518	0	1	1	0	0	0	1	1	0	1	0	0
994858	0	1	0	1	0	0	1	1	0	0	0	0
328917	0	1	0	0	0	0	0	0	0	0	0	0
579008	0	1	1	0	0	1	0	1	2	0	1	1
741778	0	2	0	2	2	5	1	0	3	3	3	2
1077505	0	1	3	0	0	0	0	2	1	0	1	0
1133976	0	2	0	4	4	0	2	1	2	3	0	2
986448	0	1	0	0	0	0	0	0	0	0	0	0
536600	0	1	0	1	0	0	0	0	0	0	1	0
922724	0	1	0	0	0	1	0	0	0	0	0	0
822745	0	1	0	0	0	0	0	0	0	0	0	0
863942	0	3	3	4	2	6	4	1	5	3	3	2
970028	0	1	0	0	4	1	0	0	1	3	1	0
566504	0	1	0	0	1	0	0	0	0	1	0	0
562438	0	1	0	1	0	0	0	1	0	1	1	0
180118	0	1	0	1	0	0	0	0	0	1	0	0
250268	0	1	0	0	0	0	0	0	0	0	0	0
4475022	0	1	0	0	0	0	0	0	0	0	0	1
172612	0	2	0	0	1	0	0	0	0	1	0	0
1102554	0	1	0	0	1	2	0	0	0	0	1	0
2148356	0	1	0	0	0	0	0	0	0	0	0	0
2325	0	1	0	0	0	0	0	2	0	0	0	0
4404464	0	1	0	0	0	4	0	0	0	1	0	0
988314	0	1	1	3	1	0	0	0	3	0	0	0
239066	0	1	0	0	2	0	2	0	0	0	1	0
65691	0	1	0	0	0	0	0	0	0	0	0	0
513929	0	1	0	0	0	0	0	0	0	0	0	0
556990	0	2	0	0	0	0	2	0	1	0	1	1
212584	0	1	0	0	0	0	0	0	0	0	0	0
801579	0	1	0	0	0	1	1	0	0	0	0	0
2693226	0	1	1	0	0	0	0	0	1	1	0	0
4481423	0	1	4	2	0	2	0	2	0	2	2	2
4315253	0	1	0	0	0	1	0	0	2	0	1	0
558915	0	1	0	0	0	0	0	1	0	0	1	0
225363	0	1	0	0	0	0	0	0	0	0	0	0
905076	0	2	2	1	1	3	0	0	2	2	1	3
1110732	0	1	0	0	2	0	0	0	1	1	0	0
978113	0	2	0	0	0	0	0	0	0	0	0	0
565133	0	1	0	0	0	0	0	0	0	2	1	0
19085	0	1	1	0	0	0	0	0	0	0	1	0
349986	0	3	5	1	0	3	0	0	1	4	0	1
312841	0	1	0	0	0	0	0	0	0	0	0	0
105948	0	2	0	0	0	2	0	0	0	0	2	0
194108	0	2	1	0	1	2	0	0	0	0	0	1
819757	0	1	0	0	0	0	0	0	0	0	0	0
102061	0	1	0	0	1	1	0	0	0	1	0	0
215003	0	1	0	2	2	1	0	1	1	2	1	0
156882	0	2	0	2	0	2	1	0	0	1	0	0
4366579	0	2	0	0	1	1	1	0	4	0	0	0
746683	0	1	0	1	0	2	0	0	1	2	2	0
236694	0	2	1	3	0	1	2	2	0	1	4	1
320572	0	1	0	0	0	0	0	0	0	1	0	1
848816	0	3	1	2	0	8	3	2	4	3	2	1
903377	0	2	2	1	1	10	0	0	0	0	0	1
951184	0	1	1	0	0	0	0	0	0	1	2	0
776288	0	3	2	3	2	6	1	0	2	1	0	0
1113634	0	2	0	0	0	0	0	0	0	0	1	0
56717	0	2	3	0	0	3	0	0	0	0	0	1
114130	0	1	0	0	1	1	0	5	0	2	1	3
938901	0	1	0	0	0	0	2	0	0	0	1	1
4449141	0	1	0	0	0	0	0	0	0	0	0	0
326154	0	1	0	1	0	0	1	0	0	0	1	1
200536	0	1	0	0	0	0	0	0	0	0	0	0
1698511	0	1	0	0	0	3	0	1	0	1	1	0
38267	0	1	0	0	0	0	0	0	0	0	0	0
4456129	0	1	0	0	3	0	0	0	0	0	0	1
249915	0	1	0	0	0	0	0	0	0	0	0	0
564690	0	1	1	0	0	0	0	3	0	0	0	0
511723	0	2	0	0	0	0	0	1	1	0	0	0
767680	0	2	2	1	0	4	0	2	1	0	0	1
4329855	0	1	0	0	0	0	1	0	1	1	0	0
823453	0	1	0	1	0	3	0	0	0	2	3	0
352485	0	2	0	0	0	0	1	0	1	0	0	1
586966	0	1	0	0	0	0	0	0	0	0	0	0
537953	0	1	0	0	0	0	0	0	0	1	0	0
276586	0	1	2	2	0	3	2	0	1	10	5	0
555945	0	1	2	1	0	0	0	0	1	0	0	0
2920135	0	1	1	0	0	0	0	0	0	0	0	0
1146318	0	1	0	1	0	0	0	0	1	0	1	0
4366540	0	1	1	0	0	1	0	0	0	1	0	0
136597	0	1	0	0	0	0	1	2	0	3	0	1
207216	0	2	1	0	0	1	0	0	2	1	0	1
590445	0	1	0	0	0	0	0	0	0	1	0	0
3738429	0	1	0	0	0	0	1	1	0	0	1	0
527103	0	1	0	0	0	0	0	0	0	0	0	0
592473	0	1	0	0	1	0	1	1	0	1	0	1
143386	0	3	0	3	0	0	1	1	2	1	1	0
4472017	0	1	0	0	0	0	0	0	0	0	0	0
209613	0	1	0	2	0	2	1	1	0	2	2	0
768463	0	1	1	0	0	0	0	0	0	0	0	1
821802	0	1	0	1	1	0	0	0	0	0	1	0
332326	0	1	0	1	0	0	0	3	1	0	0	0
221817	0	1	0	2	0	0	0	0	1	0	1	1
573184	0	1	0	1	0	0	0	0	0	0	0	1
157614	0	1	1	2	1	5	3	4	3	0	4	1
4460870	0	3	3	2	0	4	4	0	3	2	3	1
565457	0	1	3	1	1	2	0	1	0	3	0	1
3250064	0	1	0	0	0	0	0	0	0	0	0	0
1110709	0	2	0	0	1	1	1	2	0	0	1	0
1834768	0	2	9	1	2	0	16	22	8	1	1	2
109947	0	1	0	0	0	0	0	0	0	0	0	2
281742	0	1	0	1	0	0	0	0	0	0	1	1
1048864	0	1	0	0	0	0	0	0	0	0	0	0
95597	0	1	0	1	0	0	0	0	0	0	0	0
539242	0	1	1	0	0	1	2	0	0	0	0	0
52053	0	2	1	1	0	4	0	2	1	3	0	1
4353222	0	2	0	1	1	0	0	0	0	1	2	0
578498	0	1	0	0	0	0	0	0	0	0	0	0
4457728	0	1	0	1	1	0	2	0	0	0	0	1
74832	0	1	0	0	1	0	0	0	1	0	0	1
3166208	0	1	0	1	0	0	0	0	0	1	1	0
154804	0	1	0	0	0	1	0	0	0	0	0	0
273429	0	1	0	0	0	0	0	0	0	0	0	0
546165	0	2	1	0	1	1	1	0	0	2	0	2
137429	0	1	0	0	0	0	0	0	0	0	0	0
309755	0	1	0	0	0	0	0	0	0	1	0	0
222905	0	1	0	2	0	0	1	0	0	0	0	1
252465	0	1	0	0	0	0	0	0	0	1	0	0
4403555	0	1	3	1	0	0	1	0	0	1	1	0
1847	0	1	0	0	0	0	1	0	0	0	0	0
1015470	0	1	0	1	0	0	0	0	0	0	0	0
4350686	0	3	0	5	0	2	2	1	1	3	3	0
362293	0	2	0	0	0	0	0	0	1	1	0	0
719367	0	1	0	3	1	0	0	0	0	2	0	3
4306062	0	1	0	1	2	1	1	0	1	1	1	0
172255	0	2	0	2	0	0	0	0	0	1	2	0
1113471	0	1	0	0	0	0	0	0	0	0	0	0
515379	0	2	2	2	2	3	5	1	2	2	3	1
4456499	0	1	0	0	0	1	0	0	1	0	0	1
273185	0	1	3	0	0	0	1	1	0	3	0	0
1047075	0	1	0	0	1	3	1	0	0	1	0	0
572063	0	1	0	0	0	1	0	0	0	0	0	0
4437318	0	2	0	0	0	2	1	1	3	0	0	1
832674	0	1	0	0	1	0	0	0	0	0	1	1
4424907	0	1	0	1	1	0	1	2	0	0	2	0
261168	0	1	0	0	1	0	0	0	1	0	2	0
552264	0	2	0	0	0	0	1	0	0	0	0	0
1051469	0	1	0	0	0	0	0	0	0	0	0	0
224548	0	2	0	0	0	2	0	0	0	0	0	2
825183	0	2	1	1	1	1	2	0	2	0	3	0
535678	0	2	2	0	0	2	1	0	1	3	0	0
569190	0	2	0	2	0	1	2	0	2	1	0	0
4474685	0	1	0	0	0	0	0	0	0	0	0	0
810886	0	1	0	1	2	2	0	0	0	0	0	0
206405	0	1	0	0	0	0	0	0	0	0	0	0
656314	0	5	2	0	0	1	3	3	0	0	4	3
110041	0	1	0	0	0	0	0	0	0	0	0	0
512006	0	2	0	0	0	0	0	2	1	1	0	0
905498	0	2	0	0	0	0	1	0	1	0	0	0
18989	0	1	0	0	0	0	0	0	0	0	0	0
4313098	0	1	0	0	0	0	0	0	0	0	0	0
756183	0	1	0	0	0	0	0	1	0	1	0	0
112886	0	8	1	2	3	7	3	1	1	4	10	2
813522	0	1	1	3	1	2	0	0	1	1	1	0
356309	0	1	0	0	1	0	1	0	0	0	0	0
4483373	0	1	0	0	1	0	0	0	0	0	0	0
513639	0	1	0	0	1	0	0	0	1	0	0	0
137866	0	1	0	0	0	0	1	0	0	0	0	0
855333	0	1	1	0	0	0	1	0	2	0	1	0
37406	0	1	0	1	0	0	0	1	0	0	0	0
673019	0	1	1	0	0	2	1	1	0	0	2	0
4378777	0	1	0	1	0	1	0	0	1	0	0	0
511514	0	1	0	0	0	0	0	0	0	0	0	0
245398	0	1	0	0	0	0	0	0	1	0	0	0
185636	0	4	0	0	1	2	1	0	1	0	0	0
674056	0	1	0	0	0	0	0	0	0	0	0	0
729349	0	1	0	0	0	0	0	0	0	0	0	0
612405	0	1	0	0	0	0	0	0	0	1	0	0
735769	0	2	0	0	1	0	0	0	0	3	1	0
1025949	0	1	1	0	0	1	0	1	0	0	0	0
232975	0	1	0	0	0	0	0	0	0	0	0	0
588916	0	1	0	0	0	1	0	0	0	0	0	0
347524	0	1	0	1	0	0	0	0	1	1	0	0
583875	0	1	2	2	1	3	2	1	3	0	0	0
559533	0	1	0	0	0	0	0	0	0	0	0	0
578347	0	1	0	0	0	1	1	1	1	0	0	0
868209	0	2	0	2	3	4	0	1	0	2	5	0
2815113	0	1	0	1	0	1	0	0	0	2	1	0
3474521	0	1	1	4	0	1	3	0	1	0	1	1
130441	0	1	0	0	0	1	0	0	0	0	0	0
66901	0	4	3	1	0	1	1	2	2	3	0	0
4480593	0	2	0	0	0	1	0	0	0	0	0	0
152797	0	2	0	0	0	0	0	0	0	0	0	0
570862	0	1	0	0	0	0	2	2	0	0	0	1
141698	0	1	0	0	0	0	0	0	0	1	1	0
260455	0	1	0	0	0	0	0	0	2	0	0	0
1765390	0	1	1	3	1	1	0	0	0	0	0	2
4762	0	1	0	0	0	0	1	0	0	0	0	0
272839	0	1	0	0	0	0	1	0	1	2	1	2
321513	0	3	0	0	0	1	0	1	0	0	1	0
151094	0	1	0	0	0	0	4	0	1	1	0	0
1112399	0	2	2	2	1	2	4	0	3	1	1	1
739278	0	1	0	0	0	0	0	0	0	0	0	0
3297207	0	1	0	0	2	0	0	1	1	0	0	0
767890	0	1	0	1	0	0	0	0	0	0	0	0
4295795	0	2	1	0	0	2	0	1	0	0	0	0
830622	0	3	0	0	0	2	0	1	0	1	0	1
529786	0	1	0	0	0	0	0	0	0	0	0	0
549514	0	1	0	0	0	0	0	0	0	0	0	0
161557	0	1	0	0	0	0	0	1	0	0	2	3
811589	0	2	3	0	1	4	1	0	1	6	0	2
4310044	0	1	0	0	0	0	0	0	0	0	0	0
4021961	0	1	0	1	0	0	1	1	0	0	0	0
1106730	0	1	0	1	1	1	1	0	1	0	2	0
4355359	0	2	1	0	0	2	1	0	3	4	0	0
4452118	0	1	1	0	1	0	1	0	0	0	0	0
360691	0	1	0	0	0	0	0	0	0	0	0	0
4306781	0	1	0	0	0	0	0	0	0	0	0	0
4439805	0	1	1	0	0	1	0	0	0	0	0	0
177	0	1	0	2	0	4	0	0	0	0	1	1
546434	0	1	1	2	3	3	0	0	1	0	0	2
850305	0	3	3	2	0	3	3	3	0	2	1	1
823930	0	1	0	0	0	0	1	1	0	0	0	1
222350	0	1	1	0	0	0	0	0	0	1	0	0
4419009	0	1	1	0	0	0	0	0	0	0	0	0
311942	0	1	0	0	0	0	0	0	0	0	0	0
102237	0	1	0	0	0	0	0	0	0	0	0	0
4473304	0	2	3	4	4	5	6	3	5	8	6	6
803616	0	1	0	0	0	0	0	0	0	0	0	0
570191	0	2	0	0	0	0	1	0	0	1	0	0
817874	0	1	0	1	2	0	2	0	0	1	1	1
154325	0	3	0	0	0	0	0	0	0	0	0	0
524203	0	1	0	0	0	0	0	0	0	0	0	0
363617	0	2	0	0	0	0	0	0	0	1	0	0
3267604	0	2	0	1	2	7	2	1	2	3	2	1
113380	0	1	0	0	0	0	0	1	0	2	1	1
4336624	0	1	1	1	2	1	3	0	1	0	0	3
3359685	0	1	1	2	1	1	0	1	4	1	1	0
4354531	0	2	1	2	2	5	2	1	0	4	1	4
605125	0	1	2	1	1	2	0	2	0	0	0	0
570100	0	1	0	0	1	0	0	0	1	0	0	0
1024352	0	1	0	0	0	0	0	0	0	0	1	0
317224	0	1	0	1	0	0	1	0	0	0	0	0
322226	0	2	0	2	2	0	0	0	0	0	3	1
1142670	0	1	0	0	0	0	0	0	0	0	0	0
4294999	0	1	0	0	0	0	0	1	0	0	0	0
565822	0	3	1	0	0	2	0	0	4	2	2	0
132483	0	1	0	1	0	0	0	0	0	0	0	0
88067	0	1	1	1	0	1	0	0	0	0	0	0
4379396	0	1	0	0	0	0	0	0	1	1	0	0
526316	0	1	0	0	0	1	0	0	0	1	0	0
134121	0	1	0	1	0	1	0	0	0	0	0	0
194730	0	1	1	0	1	2	1	0	0	1	0	0
2160433	0	1	0	0	3	0	2	2	0	0	0	2
257891	0	1	0	1	0	0	0	0	0	1	1	0
156432	0	2	0	0	0	0	0	0	0	0	0	1
4332238	0	3	4	1	0	1	0	2	2	2	0	4
344495	0	1	0	0	0	1	1	0	0	1	0	0
136025	0	1	0	0	0	0	0	0	0	0	0	0
583051	0	1	0	0	0	2	0	0	0	0	0	0
4418874	0	1	2	3	2	1	1	3	3	1	0	0
779654	0	1	0	2	0	3	1	0	1	0	0	0
827285	0	1	0	0	0	0	0	0	0	0	0	0
1109458	0	1	0	0	0	0	0	0	0	0	0	0
579784	0	1	0	0	0	0	0	0	0	0	0	0
811403	0	1	0	0	0	0	0	0	0	0	0	0
4385103	0	3	0	1	1	2	0	3	3	1	0	1
701989	0	1	1	0	1	0	0	0	0	1	0	0
4333486	0	1	0	0	0	0	1	0	0	0	0	0
565604	0	1	0	0	0	1	0	2	0	1	0	0
662808	0	1	0	1	1	1	0	2	2	1	1	0
436590	0	1	2	3	2	3	20	7	11	3	4	2
546459	0	3	0	1	0	4	1	0	1	1	1	0
141316	0	1	0	0	0	0	0	0	0	0	0	0
1107899	0	1	0	0	0	2	0	0	0	0	0	0
137635	0	1	0	0	0	3	1	0	0	1	1	1
572750	0	3	0	0	0	0	0	0	0	0	0	0
565774	0	1	0	0	1	1	0	0	0	0	0	1
4303514	0	1	0	0	0	0	1	0	0	1	0	1
824674	0	1	0	0	0	0	0	0	0	0	0	0
647040	0	1	0	1	0	0	0	1	0	1	0	0
753306	0	1	0	0	0	1	0	0	0	0	0	0
836968	0	1	0	0	0	0	0	0	0	0	0	0
137385	0	1	0	0	0	0	0	1	0	0	0	1
945321	0	1	1	0	0	0	0	0	0	0	0	1
590011	0	1	0	0	0	0	0	0	0	1	4	0
79659	0	2	0	0	0	0	0	1	0	1	0	0
806333	0	2	2	0	0	0	0	0	2	0	2	0
569953	0	1	0	0	0	1	0	0	0	0	0	1
4340706	0	1	0	0	0	0	1	0	0	0	0	0
328912	0	1	1	1	0	1	0	1	1	0	0	0
575116	0	1	0	0	0	1	0	0	0	1	0	0
563918	0	3	1	2	0	6	3	1	6	3	2	1
819885	0	1	0	0	0	3	0	0	1	0	0	0
107878	0	1	1	0	0	0	0	2	0	0	0	1
617271	0	2	0	0	0	1	0	0	0	1	0	0
1829829	0	1	1	0	0	0	0	2	1	0	0	1
4359270	0	2	0	1	0	0	0	1	0	0	0	0
693877	0	1	0	0	0	0	0	0	0	0	0	0
203115	0	1	1	1	0	1	1	0	1	1	0	1
215959	0	1	1	0	0	0	0	0	0	1	0	0
815236	0	1	0	0	0	2	0	0	0	0	0	0
789791	0	1	0	0	0	2	1	1	0	0	1	0
666883	0	1	0	2	0	0	2	1	2	0	0	1
569697	0	1	0	0	0	0	0	0	0	0	0	1
574742	0	2	1	0	2	4	0	0	0	1	2	1
838293	0	1	0	0	0	1	1	0	0	0	1	0
1124272	0	1	0	0	0	1	0	0	0	0	0	0
4347148	0	1	0	2	0	0	0	0	0	0	0	0
573535	0	1	1	3	2	1	2	3	3	3	2	9
813720	0	1	0	0	0	0	0	0	0	0	0	0
244837	0	1	0	0	0	0	0	1	0	1	0	0
251664	0	1	0	0	0	0	0	0	0	0	0	0
1147608	0	1	0	0	0	0	0	0	0	0	0	0
136219	0	1	0	1	0	0	1	2	0	2	3	0
46479	0	1	1	0	0	1	0	0	0	1	1	0
113103	0	1	0	0	0	1	0	0	0	1	1	0
40292	0	1	0	0	0	1	0	0	0	0	0	0
915764	0	1	0	2	1	1	2	1	2	1	0	0
84255	0	2	1	0	0	0	0	3	0	0	0	0
4414872	0	3	0	1	0	1	0	1	0	1	0	2
824417	0	1	1	0	0	1	1	0	0	1	0	0
699161	0	1	2	0	0	1	1	1	0	0	0	2
13024	0	2	0	1	1	1	0	0	0	0	1	0
48355	0	1	0	0	0	2	0	0	1	0	0	0
687206	0	3	0	4	1	5	3	2	2	5	4	1
236676	0	1	0	0	0	0	0	0	0	0	0	0
252902	0	3	0	1	0	1	0	0	1	0	1	0
222559	0	1	0	0	0	1	0	0	0	0	1	0
819185	0	2	0	0	2	0	1	0	0	1	0	0
819729	0	1	1	1	0	0	0	0	2	0	0	4
4400615	0	1	0	0	1	0	0	0	0	0	1	0
4407845	0	1	0	0	0	1	0	0	0	4	0	1
355188	0	1	2	0	1	1	0	1	0	0	0	1
582048	0	1	0	2	0	0	1	0	1	1	0	0
825452	0	1	1	2	0	2	1	1	2	0	1	3
532956	0	1	0	2	1	0	0	0	0	1	1	0
4428250	0	1	0	0	0	1	0	0	0	0	0	2
2194880	0	1	0	0	0	1	2	0	0	0	0	3
647619	0	2	0	0	0	1	1	0	0	2	0	0
202863	0	1	0	0	0	0	0	1	1	0	0	0
272647	0	1	2	0	0	0	0	0	0	1	0	0
525694	0	1	0	0	0	0	0	0	0	0	0	0
246461	0	1	0	0	0	0	0	0	0	0	3	0
4398400	0	1	0	0	1	1	0	0	0	1	1	1
646030	0	4	0	4	5	4	3	1	1	1	4	1
687940	0	2	1	0	0	0	0	0	0	0	0	0
157598	0	1	0	0	0	0	0	3	1	0	0	1
820313	0	1	0	0	0	0	0	0	0	0	1	0
548253	0	1	9	4	0	1	15	3	17	0	0	0
219735	0	1	0	1	0	1	0	0	1	0	0	1
527532	0	1	2	1	1	5	1	1	0	1	3	1
536444	0	1	1	0	0	0	0	0	1	1	3	1
777060	0	2	0	0	0	0	0	0	0	0	1	0
4423008	0	2	0	0	0	0	1	0	0	0	0	0
197286	0	1	0	0	1	0	1	0	0	0	0	0
4319020	0	1	0	0	1	0	0	0	0	0	0	0
2354411	0	1	2	0	0	0	0	0	0	0	0	0
550588	0	1	1	0	0	2	0	0	0	2	1	1
4417958	0	1	0	0	1	0	0	0	0	1	0	0
105348	0	1	1	0	0	0	0	0	0	0	0	0
4332155	0	1	0	0	1	0	0	0	0	0	1	0
59894	0	1	0	0	0	0	0	0	0	0	2	0
4362975	0	2	0	0	1	3	1	2	0	2	5	1
548469	0	1	0	1	0	0	0	0	0	0	0	0
553648	0	1	0	0	0	0	0	0	0	0	1	0
4362877	0	1	1	0	0	1	0	0	0	0	0	1
4350286	0	1	0	0	0	0	0	0	0	0	0	0
216375	0	1	0	0	0	0	2	0	0	0	2	0
828164	0	1	0	1	1	3	0	0	1	1	1	0
2969906	0	1	0	0	2	3	3	1	0	1	0	0
108479	0	2	1	2	3	1	1	0	2	0	1	1
1113998	0	1	0	0	0	1	0	0	0	0	0	0
2649118	0	1	1	0	0	0	0	0	0	0	0	0
815761	0	1	0	0	0	0	0	0	0	0	0	0
4434444	0	1	0	0	0	0	0	0	0	0	0	0
238522	0	1	0	0	0	0	1	0	0	0	0	0
209886	0	1	0	0	0	2	1	1	0	3	4	0
627853	0	1	0	0	0	1	1	0	1	1	0	0
270775	0	1	0	0	0	0	0	1	0	0	0	0
227344	0	1	2	0	0	0	1	0	1	1	0	1
1718973	0	1	0	1	1	3	0	1	0	0	1	0
217883	0	1	0	0	0	0	0	0	0	0	0	1
4298419	0	1	0	0	0	0	0	0	1	0	0	0
270611	0	1	0	0	0	0	0	0	0	0	0	0
255261	0	1	0	0	0	1	0	2	0	0	1	0
213308	0	1	1	1	0	0	0	0	0	1	2	1
617766	0	1	1	3	0	0	0	1	0	0	0	0
593032	0	1	1	0	1	3	0	0	0	1	0	0
218730	0	2	0	1	2	1	0	0	3	2	0	0
221212	0	1	1	0	1	0	2	3	2	1	1	0
532875	0	1	1	0	0	0	0	0	0	1	0	1
4302796	0	1	0	0	0	0	0	1	0	0	0	0
1029858	0	1	3	1	2	0	1	0	0	0	0	0
52484	0	1	2	1	2	1	3	1	1	0	0	1
4314522	0	1	0	0	0	0	0	0	0	0	0	0
809800	0	1	0	0	0	1	0	0	1	1	1	1
4358716	0	2	0	0	0	1	0	0	0	1	0	0
4333022	0	1	0	0	0	0	0	1	0	0	0	0
39463	0	1	1	0	0	0	0	0	0	0	0	0
114102	0	1	0	0	2	0	0	0	0	1	0	1
577588	0	1	0	0	0	2	1	0	0	0	1	1
1131914	0	2	0	0	1	1	0	1	2	0	0	0
223764	0	1	0	0	0	1	0	1	1	0	0	0
1084865	0	1	0	0	0	0	1	0	0	0	0	4
590426	0	1	1	0	0	0	0	0	0	1	2	0
206124	0	1	0	0	0	0	0	0	0	1	0	0
960582	0	1	0	0	0	2	0	0	0	1	0	0
168046	0	2	0	1	1	0	0	1	1	0	0	5
361082	0	1	0	1	0	0	0	1	3	1	2	1
40429	0	1	0	0	0	0	0	0	0	0	0	1
949660	0	1	0	0	1	2	1	3	2	0	0	2
4384058	0	3	0	0	0	0	0	0	0	0	0	0
947475	0	1	0	0	0	0	0	0	0	0	0	0
665795	0	1	0	0	0	0	0	0	0	1	0	0
28670	0	1	0	0	2	1	0	0	1	1	0	1
81554	0	1	0	0	0	0	0	1	0	0	0	0
820798	0	1	0	0	0	1	0	0	0	0	1	0
795553	0	1	0	0	0	0	0	0	0	0	0	0
207912	0	2	1	0	0	3	1	0	0	3	2	0
4350690	0	1	0	0	0	0	0	1	0	1	0	0
565027	0	1	0	0	0	0	0	0	0	1	0	0
142010	0	1	1	0	0	0	0	0	1	0	0	0
19020	0	1	3	1	0	3	2	1	0	0	0	0
2068089	0	1	0	0	0	0	0	0	0	0	0	0
1123028	0	1	0	0	0	0	0	0	0	0	0	0
55346	0	1	1	1	0	0	0	0	0	0	0	2
4337734	0	1	0	0	0	0	0	0	0	0	0	0
344394	0	1	0	0	0	0	0	0	1	2	1	0
239875	0	1	0	0	0	1	0	0	0	0	0	0
4375012	0	4	0	1	1	3	1	1	1	0	1	0
1147718	0	1	0	1	0	0	0	0	1	0	0	0
3761170	0	1	0	0	0	0	0	0	0	0	0	0
351383	0	1	1	2	0	1	0	0	2	0	1	2
544253	0	1	0	0	1	0	0	0	0	0	3	0
850606	0	1	0	0	0	0	0	1	0	0	0	1
879663	0	1	0	0	0	0	0	0	0	0	1	1
270826	0	1	0	0	0	0	0	0	0	0	0	0
2471299	0	1	0	0	0	0	0	1	0	0	0	0
954992	0	1	0	0	1	2	0	0	0	2	1	1
145013	0	1	3	2	1	3	2	2	0	3	1	1
3382083	0	2	0	2	0	0	0	1	1	0	0	0
967505	0	1	0	0	0	0	0	2	0	1	0	0
1918591	0	1	2	0	0	1	2	1	1	2	1	1
1121134	0	1	0	0	0	0	0	0	0	0	1	0
158925	0	1	0	0	2	1	1	0	0	0	5	0
4424863	0	2	0	0	0	0	0	0	0	1	0	0
573157	0	1	1	0	0	1	1	0	0	2	0	0
887161	0	1	0	1	0	2	0	0	0	3	0	0
267608	0	1	0	1	0	1	1	0	0	0	0	0
3809681	0	1	0	1	0	0	2	0	2	2	1	0
310277	0	1	0	0	0	0	0	2	2	1	0	0
828722	0	1	1	0	0	1	1	0	1	1	0	0
279613	0	1	0	0	0	0	0	0	0	0	0	0
265855	0	1	0	0	1	2	1	0	0	1	0	1
585904	0	1	1	4	1	0	3	0	0	0	2	2
563942	0	2	3	2	0	1	1	2	2	2	0	0
545247	0	2	2	2	0	3	2	1	0	0	0	0
2324042	0	1	0	0	2	0	0	0	0	0	0	0
3036442	0	1	0	1	0	0	1	0	0	1	0	0
297109	0	1	0	0	0	0	3	0	0	0	0	0
113092	0	1	0	0	0	2	0	0	0	0	0	0
2994822	0	2	0	0	3	0	1	0	0	0	0	0
743788	0	1	0	0	0	4	0	1	2	0	1	0
589946	0	1	0	0	0	0	1	0	0	1	0	1
223126	0	2	0	0	0	0	0	0	0	0	1	0
224494	0	1	0	0	1	0	0	0	0	0	1	1
586020	0	1	0	0	0	0	0	0	0	1	0	0
113244	0	2	2	0	0	0	3	0	0	0	1	1
763702	0	1	0	0	1	0	0	0	0	0	1	1
